position,champion,teamname,gamelength,result,kills,deaths,assists,opponent_team
jng,Maokai,Beşiktaş Esports,1784,0,0,9,7,BoostGate Esports
mid,Azir,Beşiktaş Esports,1784,0,1,4,3,BoostGate Esports
bot,Kalista,Beşiktaş Esports,1784,0,5,4,3,BoostGate Esports
sup,Renata Glasc,Beşiktaş Esports,1784,0,0,6,8,BoostGate Esports
top,Aatrox,BoostGate Esports,1784,1,3,4,6,Beşiktaş Esports
jng,Sejuani,BoostGate Esports,1784,1,6,2,16,Beşiktaş Esports
mid,Hwei,BoostGate Esports,1784,1,9,2,11,Beşiktaş Esports
bot,Ezreal,BoostGate Esports,1784,1,4,0,11,Beşiktaş Esports
sup,Nautilus,BoostGate Esports,1784,1,3,2,19,Beşiktaş Esports
team,,Beşiktaş Esports,1784,0,10,26,23,BoostGate Esports
team,,BoostGate Esports,1784,1,25,10,63,Beşiktaş Esports
top,Gragas,Actions Per Minute,1547,1,1,0,12,Zerolag Esports
jng,Viego,Actions Per Minute,1547,1,6,0,12,Zerolag Esports
mid,Syndra,Actions Per Minute,1547,1,2,4,11,Zerolag Esports
bot,Aphelios,Actions Per Minute,1547,1,13,0,7,Zerolag Esports
sup,Leona,Actions Per Minute,1547,1,0,2,18,Zerolag Esports
top,K'Sante,Zerolag Esports,1547,0,0,2,0,Actions Per Minute
jng,Xin Zhao,Zerolag Esports,1547,0,2,5,1,Actions Per Minute
mid,Akali,Zerolag Esports,1547,0,2,4,1,Actions Per Minute
bot,Caitlyn,Zerolag Esports,1547,0,1,4,1,Actions Per Minute
sup,Nautilus,Zerolag Esports,1547,0,0,7,4,Actions Per Minute
team,,Actions Per Minute,1547,1,22,6,60,Zerolag Esports
team,,Zerolag Esports,1547,0,5,22,7,Actions Per Minute
top,Sion,Diversion Gaming,1980,1,4,0,11,Meavedron
jng,Wukong,Diversion Gaming,1980,1,4,1,11,Meavedron
mid,Syndra,Diversion Gaming,1980,1,8,3,3,Meavedron
bot,Miss Fortune,Diversion Gaming,1980,1,6,2,7,Meavedron
sup,Rakan,Diversion Gaming,1980,1,1,2,13,Meavedron
top,Gnar,Meavedron,1980,0,2,5,1,Diversion Gaming
jng,Maokai,Meavedron,1980,0,2,4,5,Diversion Gaming
mid,Orianna,Meavedron,1980,0,2,4,6,Diversion Gaming
bot,Varus,Meavedron,1980,0,2,6,3,Diversion Gaming
sup,Braum,Meavedron,1980,0,0,4,8,Diversion Gaming
team,,Diversion Gaming,1980,1,23,8,45,Meavedron
team,,Meavedron,1980,0,8,23,23,Diversion Gaming
top,Rumble,Bushido Wildcats,2526,0,4,3,8,BBL Dark Passage
jng,Nocturne,Bushido Wildcats,2526,0,3,8,10,BBL Dark Passage
mid,Orianna,Bushido Wildcats,2526,0,6,2,11,BBL Dark Passage
bot,Varus,Bushido Wildcats,2526,0,6,5,9,BBL Dark Passage
sup,Rell,Bushido Wildcats,2526,0,0,3,18,BBL Dark Passage
top,K'Sante,BBL Dark Passage,2526,1,6,3,9,Bushido Wildcats
jng,Vi,BBL Dark Passage,2526,1,3,4,11,Bushido Wildcats
mid,Azir,BBL Dark Passage,2526,1,9,2,7,Bushido Wildcats
bot,Miss Fortune,BBL Dark Passage,2526,1,3,3,12,Bushido Wildcats
sup,Nautilus,BBL Dark Passage,2526,1,0,7,15,Bushido Wildcats
team,,Bushido Wildcats,2526,0,19,21,56,BBL Dark Passage
team,,BBL Dark Passage,2526,1,21,19,54,Bushido Wildcats
top,K'Sante,WLGaming Esports,1746,1,4,3,11,Team Refuse
jng,Nocturne,WLGaming Esports,1746,1,6,2,9,Team Refuse
mid,Orianna,WLGaming Esports,1746,1,6,3,12,Team Refuse
bot,Xayah,WLGaming Esports,1746,1,5,2,7,Team Refuse
sup,Rakan,WLGaming Esports,1746,1,0,1,21,Team Refuse
top,Ambessa,Team Refuse,1746,0,4,1,1,WLGaming Esports
jng,Zyra,Team Refuse,1746,0,0,9,5,WLGaming Esports
mid,Ornn,Team Refuse,1746,0,4,3,0,WLGaming Esports
bot,Vayne,Team Refuse,1746,0,2,3,4,WLGaming Esports
sup,Leona,Team Refuse,1746,0,1,5,3,WLGaming Esports
team,,WLGaming Esports,1746,1,21,11,60,Team Refuse
team,,Team Refuse,1746,0,11,21,13,WLGaming Esports
top,Gnar,Zena Esports,1802,1,3,2,7,Axolotl
jng,Maokai,Zena Esports,1802,1,1,3,6,Axolotl
mid,Syndra,Zena Esports,1802,1,3,2,7,Axolotl
bot,Corki,Zena Esports,1802,1,6,3,6,Axolotl
sup,Braum,Zena Esports,1802,1,1,4,11,Axolotl
top,Ornn,Axolotl,1802,0,2,3,8,Zena Esports
jng,Lillia,Axolotl,1802,0,3,3,9,Zena Esports
mid,Smolder,Axolotl,1802,0,6,3,3,Zena Esports
bot,Ezreal,Axolotl,1802,0,3,4,4,Zena Esports
sup,Rakan,Axolotl,1802,0,0,1,3,Zena Esports
team,,Zena Esports,1802,1,14,14,37,Axolotl
team,,Axolotl,1802,0,14,14,27,Zena Esports
top,K'Sante,Meavedron,2036,1,5,1,12,Diversion Gaming
jng,Maokai,Meavedron,2036,1,4,6,14,Diversion Gaming
mid,Ryze,Meavedron,2036,1,15,6,7,Diversion Gaming
bot,Corki,Meavedron,2036,1,8,3,12,Diversion Gaming
sup,Leona,Meavedron,2036,1,1,9,22,Diversion Gaming
top,Jayce,Diversion Gaming,2036,0,4,5,9,Meavedron
jng,Lillia,Diversion Gaming,2036,0,6,4,7,Meavedron
mid,Cassiopeia,Diversion Gaming,2036,0,10,11,4,Meavedron
bot,Varus,Diversion Gaming,2036,0,2,6,6,Meavedron
sup,Nautilus,Diversion Gaming,2036,0,3,7,13,Meavedron
team,,Meavedron,2036,1,33,25,67,Diversion Gaming
team,,Diversion Gaming,2036,0,25,33,39,Meavedron
top,Ambessa,Karmine Corp Blue,1593,1,5,1,3,GameWard
jng,Maokai,Karmine Corp Blue,1593,1,2,1,13,GameWard
mid,Taliyah,Karmine Corp Blue,1593,1,3,1,6,GameWard
bot,Draven,Karmine Corp Blue,1593,1,6,0,5,GameWard
sup,Renata Glasc,Karmine Corp Blue,1593,1,1,0,12,GameWard
top,K'Sante,GameWard,1593,0,0,2,0,Karmine Corp Blue
jng,Vi,GameWard,1593,0,0,6,2,Karmine Corp Blue
mid,Viktor,GameWard,1593,0,1,3,1,Karmine Corp Blue
bot,Kalista,GameWard,1593,0,2,4,0,Karmine Corp Blue
sup,Soraka,GameWard,1593,0,0,2,2,Karmine Corp Blue
team,,Karmine Corp Blue,1593,1,17,3,39,GameWard
team,,GameWard,1593,0,3,17,5,Karmine Corp Blue
top,Ambessa,ULF Esports,2052,0,2,2,1,Eternal Fire
jng,Wukong,ULF Esports,2052,0,1,5,6,Eternal Fire
mid,Aurora,ULF Esports,2052,0,3,3,4,Eternal Fire
bot,Varus,ULF Esports,2052,0,2,5,2,Eternal Fire
sup,Janna,ULF Esports,2052,0,0,3,7,Eternal Fire
top,Jayce,Eternal Fire,2052,1,2,0,6,ULF Esports
jng,Maokai,Eternal Fire,2052,1,1,2,10,ULF Esports
mid,Azir,Eternal Fire,2052,1,3,3,3,ULF Esports
bot,Ezreal,Eternal Fire,2052,1,8,0,5,ULF Esports
sup,Rell,Eternal Fire,2052,1,4,3,14,ULF Esports
team,,ULF Esports,2052,0,8,18,20,Eternal Fire
team,,Eternal Fire,2052,1,18,8,38,ULF Esports
top,Jayce,GameWard,2231,0,2,1,3,Joblife
jng,Vi,GameWard,2231,0,2,4,5,Joblife
mid,Akali,GameWard,2231,0,2,4,3,Joblife
bot,Kalista,GameWard,2231,0,1,5,2,Joblife
sup,Braum,GameWard,2231,0,0,3,5,Joblife
top,Ambessa,Joblife,2231,1,2,3,11,GameWard
jng,Wukong,Joblife,2231,1,7,1,7,GameWard
mid,Vladimir,Joblife,2231,1,3,0,8,GameWard
bot,Varus,Joblife,2231,1,2,1,13,GameWard
sup,Rell,Joblife,2231,1,3,2,14,GameWard
team,,GameWard,2231,0,7,17,18,Joblife
team,,Joblife,2231,1,17,7,53,GameWard
top,Fiora,Diversion Gaming,1572,0,1,4,0,Meavedron
jng,Maokai,Diversion Gaming,1572,0,0,6,2,Meavedron
mid,Yasuo,Diversion Gaming,1572,0,1,6,0,Meavedron
bot,Xayah,Diversion Gaming,1572,0,1,8,1,Meavedron
sup,Rell,Diversion Gaming,1572,0,0,8,2,Meavedron
top,K'Sante,Meavedron,1572,1,2,0,9,Diversion Gaming
jng,Sejuani,Meavedron,1572,1,5,2,15,Diversion Gaming
mid,Ryze,Meavedron,1572,1,13,0,10,Diversion Gaming
bot,Jinx,Meavedron,1572,1,11,0,3,Diversion Gaming
sup,Lulu,Meavedron,1572,1,1,1,24,Diversion Gaming
team,,Diversion Gaming,1572,0,3,32,5,Meavedron
team,,Meavedron,1572,1,32,3,61,Diversion Gaming
top,Renekton,Zena Esports,1613,0,2,5,1,Axolotl
jng,Wukong,Zena Esports,1613,0,2,5,2,Axolotl
mid,Viktor,Zena Esports,1613,0,1,5,3,Axolotl
bot,Varus,Zena Esports,1613,0,0,5,3,Axolotl
sup,Alistar,Zena Esports,1613,0,0,5,4,Axolotl
top,Sion,Axolotl,1613,1,3,0,15,Zena Esports
jng,Nocturne,Axolotl,1613,1,1,2,11,Zena Esports
mid,Aurora,Axolotl,1613,1,9,1,12,Zena Esports
bot,Kalista,Axolotl,1613,1,11,1,9,Zena Esports
sup,Rell,Axolotl,1613,1,1,1,20,Zena Esports
team,,Zena Esports,1613,0,5,25,13,Axolotl
team,,Axolotl,1613,1,25,5,67,Zena Esports
top,K'Sante,Joblife,1731,0,0,3,5,Karmine Corp Blue
jng,Viego,Joblife,1731,0,3,4,3,Karmine Corp Blue
mid,Aurora,Joblife,1731,0,4,5,4,Karmine Corp Blue
bot,Corki,Joblife,1731,0,1,2,5,Karmine Corp Blue
sup,Nautilus,Joblife,1731,0,0,6,5,Karmine Corp Blue
top,Rumble,Karmine Corp Blue,1731,1,3,3,8,Joblife
jng,Sejuani,Karmine Corp Blue,1731,1,2,1,13,Joblife
mid,Yone,Karmine Corp Blue,1731,1,1,2,10,Joblife
bot,Kai'Sa,Karmine Corp Blue,1731,1,11,0,5,Joblife
sup,Alistar,Karmine Corp Blue,1731,1,3,2,14,Joblife
team,,Joblife,1731,0,8,20,22,Karmine Corp Blue
team,,Karmine Corp Blue,1731,1,20,8,50,Joblife
top,Jayce,Axolotl,1351,1,5,3,5,Zena Esports
jng,Zyra,Axolotl,1351,1,4,2,10,Zena Esports
mid,Yone,Axolotl,1351,1,8,0,4,Zena Esports
bot,Draven,Axolotl,1351,1,7,2,7,Zena Esports
sup,Leona,Axolotl,1351,1,1,2,12,Zena Esports
top,Jax,Zena Esports,1351,0,3,3,1,Axolotl
jng,Xin Zhao,Zena Esports,1351,0,0,8,7,Axolotl
mid,Galio,Zena Esports,1351,0,2,5,3,Axolotl
bot,Kai'Sa,Zena Esports,1351,0,3,4,4,Axolotl
sup,Nautilus,Zena Esports,1351,0,0,5,7,Axolotl
team,,Axolotl,1351,1,25,9,38,Zena Esports
team,,Zena Esports,1351,0,8,25,22,Axolotl
top,K'Sante,Team Meliora,1925,0,2,3,8,unknown team
jng,Zyra,Team Meliora,1925,0,4,7,9,unknown team
mid,Jayce,Team Meliora,1925,0,8,6,5,unknown team
bot,Varus,Team Meliora,1925,0,1,7,10,unknown team
sup,Poppy,Team Meliora,1925,0,4,13,8,unknown team
top,Ambessa,unknown team,1925,1,6,3,6,Team Meliora
jng,Sejuani,unknown team,1925,1,7,1,15,Team Meliora
mid,Corki,unknown team,1925,1,16,4,8,Team Meliora
bot,Miss Fortune,unknown team,1925,1,7,5,15,Team Meliora
sup,Rell,unknown team,1925,1,0,6,25,Team Meliora
team,,Team Meliora,1925,0,19,36,40,unknown team
team,,unknown team,1925,1,36,19,69,Team Meliora
top,Olaf,Zena Esports,1737,0,3,4,0,Axolotl
jng,Zac,Zena Esports,1737,0,1,5,7,Axolotl
mid,Ahri,Zena Esports,1737,0,1,3,5,Axolotl
bot,Ashe,Zena Esports,1737,0,4,5,4,Axolotl
sup,Karma,Zena Esports,1737,0,0,5,8,Axolotl
top,Ambessa,Axolotl,1737,1,2,1,7,Zena Esports
jng,Sejuani,Axolotl,1737,1,3,1,16,Zena Esports
mid,Akali,Axolotl,1737,1,11,1,8,Zena Esports
bot,Jinx,Axolotl,1737,1,4,4,13,Zena Esports
sup,Lulu,Axolotl,1737,1,2,2,17,Zena Esports
team,,Zena Esports,1737,0,9,22,24,Axolotl
team,,Axolotl,1737,1,22,9,61,Zena Esports
top,Darius,unknown team,1701,1,7,5,5,Team Meliora
jng,Amumu,unknown team,1701,1,5,3,20,Team Meliora
mid,Ahri,unknown team,1701,1,3,7,13,Team Meliora
bot,Kai'Sa,unknown team,1701,1,17,3,8,Team Meliora
sup,Rell,unknown team,1701,1,1,3,26,Team Meliora
top,Renekton,Team Meliora,1701,0,1,7,3,unknown team
jng,Ambessa,Team Meliora,1701,0,6,5,5,unknown team
mid,Veigar,Team Meliora,1701,0,7,6,4,unknown team
bot,Ezreal,Team Meliora,1701,0,7,6,3,unknown team
sup,Taliyah,Team Meliora,1701,0,0,9,6,unknown team
team,,unknown team,1701,1,33,21,72,Team Meliora
team,,Team Meliora,1701,0,21,33,21,unknown team
top,Jayce,T1,1957,1,0,2,14,Gen.G
jng,Vi,T1,1957,1,3,2,12,Gen.G
mid,Viktor,T1,1957,1,5,1,14,Gen.G
bot,Kai'Sa,T1,1957,1,13,0,4,Gen.G
sup,Poppy,T1,1957,1,2,2,14,Gen.G
top,K'Sante,Gen.G,1957,0,1,6,2,T1
jng,Maokai,Gen.G,1957,0,2,3,3,T1
mid,Yone,Gen.G,1957,0,2,3,3,T1
bot,Varus,Gen.G,1957,0,1,4,3,T1
sup,Elise,Gen.G,1957,0,1,7,3,T1
team,,T1,1957,1,23,7,58,Gen.G
team,,Gen.G,1957,0,7,23,14,T1
top,Aurora,Gen.G,1927,1,5,1,6,T1
jng,Jax,Gen.G,1927,1,1,2,8,T1
mid,Sylas,Gen.G,1927,1,3,3,11,T1
bot,Xayah,Gen.G,1927,1,6,2,2,T1
sup,Rakan,Gen.G,1927,1,1,2,10,T1
top,Sion,T1,1927,0,2,3,3,Gen.G
jng,Xin Zhao,T1,1927,0,5,3,4,Gen.G
mid,Azir,T1,1927,0,2,5,4,Gen.G
bot,Ezreal,T1,1927,0,1,1,6,Gen.G
sup,Leona,T1,1927,0,0,4,8,Gen.G
team,,Gen.G,1927,1,16,10,37,T1
team,,T1,1927,0,10,16,25,Gen.G
top,Rumble,T1,2440,1,3,3,8,Gen.G
jng,Wukong,T1,2440,1,1,1,13,Gen.G
mid,Galio,T1,2440,1,2,1,11,Gen.G
bot,Zeri,T1,2440,1,11,1,6,Gen.G
sup,Lulu,T1,2440,1,2,2,16,Gen.G
top,Udyr,Gen.G,2440,0,2,5,2,T1
jng,Lee Sin,Gen.G,2440,0,1,5,4,T1
mid,Hwei,Gen.G,2440,0,2,2,1,T1
bot,Jinx,Gen.G,2440,0,3,4,4,T1
sup,Thresh,Gen.G,2440,0,0,3,7,T1
team,,T1,2440,1,19,8,54,Gen.G
team,,Gen.G,2440,0,8,19,18,T1
top,Jayce,OKSavingsBank BRION,1767,1,2,3,9,Dplus KIA
jng,Vi,OKSavingsBank BRION,1767,1,5,3,8,Dplus KIA
mid,Ahri,OKSavingsBank BRION,1767,1,2,0,13,Dplus KIA
bot,Ashe,OKSavingsBank BRION,1767,1,5,0,11,Dplus KIA
sup,Elise,OKSavingsBank BRION,1767,1,3,2,10,Dplus KIA
top,K'Sante,Dplus KIA,1767,0,3,4,1,OKSavingsBank BRION
jng,Pantheon,Dplus KIA,1767,0,2,4,4,OKSavingsBank BRION
mid,Swain,Dplus KIA,1767,0,0,6,4,OKSavingsBank BRION
bot,Varus,Dplus KIA,1767,0,2,2,4,OKSavingsBank BRION
sup,Karma,Dplus KIA,1767,0,1,1,6,OKSavingsBank BRION
team,,OKSavingsBank BRION,1767,1,17,8,51,Dplus KIA
team,,Dplus KIA,1767,0,8,17,19,OKSavingsBank BRION
top,Gnar,unknown team,1697,1,5,2,6,
jng,Vi,unknown team,1697,1,8,3,15,
mid,Galio,unknown team,1697,1,11,4,11,
bot,Varus,unknown team,1697,1,8,3,9,
sup,Leona,unknown team,1697,1,0,3,24,
top,K'Sante,unknown team,1697,0,2,4,2,
jng,Xin Zhao,unknown team,1697,0,2,8,7,
mid,Yone,unknown team,1697,0,1,8,7,
bot,Ezreal,unknown team,1697,0,9,6,2,
sup,Rell,unknown team,1697,0,1,6,12,
team,,unknown team,1697,1,32,15,65,
team,,unknown team,1697,0,15,32,30,
top,Gnar,Dplus KIA,1642,1,3,1,9,OKSavingsBank BRION
jng,Nidalee,Dplus KIA,1642,1,3,1,5,OKSavingsBank BRION
mid,Tryndamere,Dplus KIA,1642,1,4,1,4,OKSavingsBank BRION
bot,Kai'Sa,Dplus KIA,1642,1,4,0,9,OKSavingsBank BRION
sup,Poppy,Dplus KIA,1642,1,1,2,6,OKSavingsBank BRION
top,Renekton,OKSavingsBank BRION,1642,0,2,3,2,Dplus KIA
jng,Maokai,OKSavingsBank BRION,1642,0,1,4,3,Dplus KIA
mid,Corki,OKSavingsBank BRION,1642,0,1,4,2,Dplus KIA
bot,Ziggs,OKSavingsBank BRION,1642,0,1,1,4,Dplus KIA
sup,Alistar,OKSavingsBank BRION,1642,0,0,3,4,Dplus KIA
team,,Dplus KIA,1642,1,15,5,33,OKSavingsBank BRION
team,,OKSavingsBank BRION,1642,0,5,15,15,Dplus KIA
top,Rumble,unknown team,1703,1,8,0,10,V3 Esports
jng,Xin Zhao,unknown team,1703,1,2,1,16,V3 Esports
mid,Viktor,unknown team,1703,1,7,1,10,V3 Esports
bot,Varus,unknown team,1703,1,7,1,9,V3 Esports
sup,Leona,unknown team,1703,1,1,3,13,V3 Esports
top,Galio,V3 Esports,1703,0,0,5,5,unknown team
jng,Vi,V3 Esports,1703,0,3,6,2,unknown team
mid,Azir,V3 Esports,1703,0,0,6,3,unknown team
bot,Ashe,V3 Esports,1703,0,2,2,3,unknown team
sup,Rell,V3 Esports,1703,0,1,6,5,unknown team
team,,unknown team,1703,1,25,6,58,V3 Esports
team,,V3 Esports,1703,0,6,25,18,unknown team
top,Ambessa,OKSavingsBank BRION,2174,0,4,1,1,Dplus KIA
jng,Lee Sin,OKSavingsBank BRION,2174,0,1,5,4,Dplus KIA
mid,Aurora,OKSavingsBank BRION,2174,0,1,3,3,Dplus KIA
bot,Miss Fortune,OKSavingsBank BRION,2174,0,1,3,5,Dplus KIA
sup,Rell,OKSavingsBank BRION,2174,0,1,2,7,Dplus KIA
top,Camille,Dplus KIA,2174,1,6,2,4,OKSavingsBank BRION
jng,Wukong,Dplus KIA,2174,1,2,2,9,OKSavingsBank BRION
mid,LeBlanc,Dplus KIA,2174,1,3,0,7,OKSavingsBank BRION
bot,Ezreal,Dplus KIA,2174,1,2,2,6,OKSavingsBank BRION
sup,Braum,Dplus KIA,2174,1,1,2,8,OKSavingsBank BRION
team,,OKSavingsBank BRION,2174,0,8,14,20,Dplus KIA
team,,Dplus KIA,2174,1,14,8,34,OKSavingsBank BRION
top,Renekton,Lille Esport,2334,1,7,0,2,Skillcamp
jng,Maokai,Lille Esport,2334,1,2,1,12,Skillcamp
mid,Viktor,Lille Esport,2334,1,2,3,10,Skillcamp
bot,Ezreal,Lille Esport,2334,1,7,2,7,Skillcamp
sup,Leona,Lille Esport,2334,1,1,1,13,Skillcamp
top,K'Sante,Skillcamp,2334,0,0,5,4,Lille Esport
jng,Lillia,Skillcamp,2334,0,2,7,5,Lille Esport
mid,Corki,Skillcamp,2334,0,0,2,5,Lille Esport
bot,Kai'Sa,Skillcamp,2334,0,5,2,2,Lille Esport
sup,Rell,Skillcamp,2334,0,0,3,7,Lille Esport
team,,Lille Esport,2334,1,19,7,44,Skillcamp
team,,Skillcamp,2334,0,7,19,23,Lille Esport
top,Jayce,unknown team,1570,0,2,8,2,REJECT
jng,Taliyah,unknown team,1570,0,0,9,3,REJECT
mid,Sylas,unknown team,1570,0,1,7,4,REJECT
bot,Kalista,unknown team,1570,0,4,8,3,REJECT
sup,Renata Glasc,unknown team,1570,0,0,6,6,REJECT
top,Rumble,REJECT,1570,1,8,0,9,unknown team
jng,Vi,REJECT,1570,1,8,2,14,unknown team
mid,Viktor,REJECT,1570,1,12,2,14,unknown team
bot,Ashe,REJECT,1570,1,10,1,12,unknown team
sup,Braum,REJECT,1570,1,0,2,23,unknown team
team,,unknown team,1570,0,7,38,18,REJECT
team,,REJECT,1570,1,38,7,72,unknown team
top,Jax,DetonatioN FocusMe Academy,2379,0,9,2,3,Burning Core Toyama
jng,Sejuani,DetonatioN FocusMe Academy,2379,0,4,4,12,Burning Core Toyama
mid,Taliyah,DetonatioN FocusMe Academy,2379,0,2,5,12,Burning Core Toyama
bot,Miss Fortune,DetonatioN FocusMe Academy,2379,0,4,3,12,Burning Core Toyama
sup,Braum,DetonatioN FocusMe Academy,2379,0,0,9,16,Burning Core Toyama
top,K'Sante,Burning Core Toyama,2379,1,3,3,10,DetonatioN FocusMe Academy
jng,Xin Zhao,Burning Core Toyama,2379,1,2,6,16,DetonatioN FocusMe Academy
mid,Orianna,Burning Core Toyama,2379,1,4,3,15,DetonatioN FocusMe Academy
bot,Kai'Sa,Burning Core Toyama,2379,1,10,3,9,DetonatioN FocusMe Academy
sup,Rell,Burning Core Toyama,2379,1,4,4,17,DetonatioN FocusMe Academy
team,,DetonatioN FocusMe Academy,2379,0,19,23,55,Burning Core Toyama
team,,Burning Core Toyama,2379,1,23,19,67,DetonatioN FocusMe Academy
top,Jayce,Zerance,2075,1,4,0,12,Karmine Corp Blue Stars
jng,Amumu,Zerance,2075,1,4,2,14,Karmine Corp Blue Stars
mid,Yone,Zerance,2075,1,5,3,6,Karmine Corp Blue Stars
bot,Varus,Zerance,2075,1,4,1,7,Karmine Corp Blue Stars
sup,Rell,Zerance,2075,1,4,0,15,Karmine Corp Blue Stars
top,Aatrox,Karmine Corp Blue Stars,2075,0,2,6,2,Zerance
jng,Maokai,Karmine Corp Blue Stars,2075,0,0,4,5,Zerance
mid,Aurora,Karmine Corp Blue Stars,2075,0,1,6,3,Zerance
bot,Jhin,Karmine Corp Blue Stars,2075,0,1,1,2,Zerance
sup,Leona,Karmine Corp Blue Stars,2075,0,2,4,4,Zerance
team,,Zerance,2075,1,21,6,54,Karmine Corp Blue Stars
team,,Karmine Corp Blue Stars,2075,0,6,21,16,Zerance
top,K'Sante,Orbit Anonymo Esports,2418,1,3,0,9,MY STAR
jng,Maokai,Orbit Anonymo Esports,2418,1,2,1,12,MY STAR
mid,Sylas,Orbit Anonymo Esports,2418,1,4,2,10,MY STAR
bot,Varus,Orbit Anonymo Esports,2418,1,8,0,7,MY STAR
sup,Rell,Orbit Anonymo Esports,2418,1,0,0,14,MY STAR
top,Gnar,MY STAR,2418,0,0,1,1,Orbit Anonymo Esports
jng,Vi,MY STAR,2418,0,2,3,1,Orbit Anonymo Esports
mid,Viktor,MY STAR,2418,0,0,7,2,Orbit Anonymo Esports
bot,Ezreal,MY STAR,2418,0,0,1,3,Orbit Anonymo Esports
sup,Braum,MY STAR,2418,0,1,5,2,Orbit Anonymo Esports
team,,Orbit Anonymo Esports,2418,1,17,3,52,MY STAR
team,,MY STAR,2418,0,3,17,9,Orbit Anonymo Esports
top,K'Sante,Team Valiant,2574,0,5,3,5,Project Conquerors
jng,Zyra,Team Valiant,2574,0,3,3,6,Project Conquerors
mid,Corki,Team Valiant,2574,0,3,2,8,Project Conquerors
bot,Kai'Sa,Team Valiant,2574,0,7,2,8,Project Conquerors
sup,Rell,Team Valiant,2574,0,1,4,11,Project Conquerors
top,Jayce,Project Conquerors,2574,1,5,2,6,Team Valiant
jng,Nunu & Willump,Project Conquerors,2574,1,1,5,11,Team Valiant
mid,Taliyah,Project Conquerors,2574,1,2,4,6,Team Valiant
bot,Smolder,Project Conquerors,2574,1,5,2,5,Team Valiant
sup,Nautilus,Project Conquerors,2574,1,1,6,9,Team Valiant
team,,Team Valiant,2574,0,19,14,38,Project Conquerors
team,,Project Conquerors,2574,1,14,19,37,Team Valiant
top,Ornn,MY STAR,2187,1,3,2,15,Orbit Anonymo Esports
jng,Xin Zhao,MY STAR,2187,1,5,3,12,Orbit Anonymo Esports
mid,Annie,MY STAR,2187,1,8,2,10,Orbit Anonymo Esports
bot,Miss Fortune,MY STAR,2187,1,5,3,13,Orbit Anonymo Esports
sup,Nautilus,MY STAR,2187,1,4,1,17,Orbit Anonymo Esports
top,Rumble,Orbit Anonymo Esports,2187,0,2,7,4,MY STAR
jng,Wukong,Orbit Anonymo Esports,2187,0,1,5,6,MY STAR
mid,Azir,Orbit Anonymo Esports,2187,0,4,3,3,MY STAR
bot,Jinx,Orbit Anonymo Esports,2187,0,2,5,4,MY STAR
sup,Leona,Orbit Anonymo Esports,2187,0,2,5,4,MY STAR
team,,MY STAR,2187,1,25,11,67,Orbit Anonymo Esports
team,,Orbit Anonymo Esports,2187,0,11,25,21,MY STAR
top,Galio,IZI Dream,1881,0,2,5,3,Esprit Shōnen
jng,Skarner,IZI Dream,1881,0,1,5,5,Esprit Shōnen
mid,Azir,IZI Dream,1881,0,2,4,3,Esprit Shōnen
bot,Ezreal,IZI Dream,1881,0,2,1,4,Esprit Shōnen
sup,Rell,IZI Dream,1881,0,1,3,6,Esprit Shōnen
top,Rumble,Esprit Shōnen,1881,1,2,2,6,IZI Dream
jng,Ivern,Esprit Shōnen,1881,1,0,1,17,IZI Dream
mid,Corki,Esprit Shōnen,1881,1,6,1,9,IZI Dream
bot,Kai'Sa,Esprit Shōnen,1881,1,10,0,7,IZI Dream
sup,Braum,Esprit Shōnen,1881,1,0,4,11,IZI Dream
team,,IZI Dream,1881,0,8,18,21,Esprit Shōnen
team,,Esprit Shōnen,1881,1,18,8,50,IZI Dream
top,Gragas,Orbit Anonymo Esports,2143,0,2,5,3,MY STAR
jng,Viego,Orbit Anonymo Esports,2143,0,4,4,2,MY STAR
mid,Ahri,Orbit Anonymo Esports,2143,0,1,2,5,MY STAR
bot,Ashe,Orbit Anonymo Esports,2143,0,0,6,4,MY STAR
sup,Rakan,Orbit Anonymo Esports,2143,0,0,4,6,MY STAR
top,Jax,MY STAR,2143,1,6,1,9,Orbit Anonymo Esports
jng,Amumu,MY STAR,2143,1,1,1,12,Orbit Anonymo Esports
mid,Orianna,MY STAR,2143,1,2,1,15,Orbit Anonymo Esports
bot,Caitlyn,MY STAR,2143,1,10,1,4,Orbit Anonymo Esports
sup,Bard,MY STAR,2143,1,2,3,14,Orbit Anonymo Esports
team,,Orbit Anonymo Esports,2143,0,7,21,20,MY STAR
team,,MY STAR,2143,1,21,7,54,Orbit Anonymo Esports
top,Maokai,LOUD,1879,0,2,4,3,Vivo Keyd Stars
jng,Viego,LOUD,1879,0,1,3,2,Vivo Keyd Stars
mid,Aurora,LOUD,1879,0,1,1,3,Vivo Keyd Stars
bot,Ezreal,LOUD,1879,0,1,2,3,Vivo Keyd Stars
sup,Leona,LOUD,1879,0,0,6,3,Vivo Keyd Stars
top,Gnar,Vivo Keyd Stars,1879,1,4,1,5,LOUD
jng,Zyra,Vivo Keyd Stars,1879,1,5,0,8,LOUD
mid,Jayce,Vivo Keyd Stars,1879,1,4,2,4,LOUD
bot,Ashe,Vivo Keyd Stars,1879,1,3,0,9,LOUD
sup,Braum,Vivo Keyd Stars,1879,1,0,2,13,LOUD
team,,LOUD,1879,0,5,16,14,Vivo Keyd Stars
team,,Vivo Keyd Stars,1879,1,16,5,39,LOUD
